id,sourceLocation,destinationLocation,transportationResource,name,distance
d1707948_715c_4c9e_a79a_2ac4130fc2f8,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,2a015e49_a51a_4a9d_b16d_3a0334996abe,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Nordenham by Truck Oversized Low Bed,2682.64
67f707b0_9f7c_408f_850a_f9e68182507a,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,2a015e49_a51a_4a9d_b16d_3a0334996abe,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Nordenham by Truck Oversized Standard Bed,2682.64
48410bda_9d82_4201_83e8_1aa76dbb8adb,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,90c670ad_eec7_4fda_9a2f_220c4e82ac69,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Oberpfaffenhofen by Truck General Cargo,2338.95
a381d4d3_fedb_4c6d_85da_cd2fd68f7a4c,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,90c670ad_eec7_4fda_9a2f_220c4e82ac69,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Oberpfaffenhofen by Truck Long Distance,2338.95
b6ebc73f_6470_4150_a43e_12d3eb6d233e,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,90c670ad_eec7_4fda_9a2f_220c4e82ac69,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Oberpfaffenhofen by Truck Oversized Low Bed,2338.95
87155101_993e_4298_bbaf_cb19cfe1e40f,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,90c670ad_eec7_4fda_9a2f_220c4e82ac69,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Oberpfaffenhofen by Truck Oversized Standard Bed,2338.95
bdc7c4fe_1fdf_44d7_8960_b6799e36a363,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,b450b244_96dc_4df9_8549_a42bc39d57b8,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Porto Harbor by Oversized Under Deck RoRo Ship,895.79
b1bf5e3f_3ca1_49f6_99d0_031e1984a692,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,b450b244_96dc_4df9_8549_a42bc39d57b8,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Porto Harbor by Sea Large Container Ship,895.79
d98c546e_791f_46d6_9138_ff165ea98c93,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,b450b244_96dc_4df9_8549_a42bc39d57b8,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Porto Harbor by Truck General Cargo,766.16
c3bb5c30_fe88_4e20_8c79_b357c95c7139,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,b450b244_96dc_4df9_8549_a42bc39d57b8,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Porto Harbor by Truck Long Distance,766.15
a9a41998_0579_45f7_9c39_0d923f4b55ae,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,b450b244_96dc_4df9_8549_a42bc39d57b8,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Porto Harbor by Truck Oversized Low Bed,766.16
22c8c42c_f337_44b3_aea0_039bd68b35d1,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,b450b244_96dc_4df9_8549_a42bc39d57b8,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Porto Harbor by Truck Oversized Standard Bed,766.15
0def27cb_848a_4ba7_a5a9_dc74c26bc0c9,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,48079a1b_92ea_4749_a202_a174dfb7cc89,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Puerto Real by Sea Large Container Ship,165.96
09273eaf_fa08_401f_a6c2_72cf6f3a4f2c,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,48079a1b_92ea_4749_a202_a174dfb7cc89,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Puerto Real by Truck General Cargo,111.79
6e4e611b_cc07_4df3_bbb3_bc5db403dfa6,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,48079a1b_92ea_4749_a202_a174dfb7cc89,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Puerto Real by Truck Long Distance,111.79
aa904c94_91be_4b47_b3a5_b7d68311d61f,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,48079a1b_92ea_4749_a202_a174dfb7cc89,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Puerto Real by Truck Oversized Low Bed,111.79
af413538_8a32_47e9_a865_016ce614c0fb,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,48079a1b_92ea_4749_a202_a174dfb7cc89,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Puerto Real by Truck Oversized Standard Bed,111.79
885cf5dd_2d3a_4ac6_bbb4_8415e570d777,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,48079a1b_92ea_4749_a202_a174dfb7cc89,578a835b_900c_438b_bd24_206240ec8e75,Gibraltar Harbor to Puerto Real by Truck Short Distance,111.79
5a7ad40b_ddf2_476e_b4d8_c90e35fc114b,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,53e54f6f_8050_422b_a392_811ca5f46131,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Ried by Truck General Cargo,2517.62
9d7e54c5_f423_492b_94a8_8a681bac8aa1,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,53e54f6f_8050_422b_a392_811ca5f46131,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Ried by Truck Long Distance,2517.62
68586bb5_df7e_4af4_9432_525b2fb798bd,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,53e54f6f_8050_422b_a392_811ca5f46131,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Ried by Truck Oversized Low Bed,2517.62
193672fc_2254_4333_afbb_2035a25bed1a,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,53e54f6f_8050_422b_a392_811ca5f46131,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Ried by Truck Oversized Standard Bed,2517.62
58300546_42ca_4172_9bc8_0d56421fb455,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,5aabbc0b_e542_46db_ba85_e3979d0059a9,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Rochefort by Truck General Cargo,1462.29
093ddfd3_82fe_4dbb_a573_b0bb71998b1b,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,5aabbc0b_e542_46db_ba85_e3979d0059a9,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Rochefort by Truck Long Distance,1462.29
e7a86a3f_37b8_4b5f_b1f8_e121f95e757c,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,5aabbc0b_e542_46db_ba85_e3979d0059a9,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Rochefort by Truck Oversized Low Bed,1462.29
610d9b9d_9427_492e_9fbb_037642da6dae,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,5aabbc0b_e542_46db_ba85_e3979d0059a9,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Rochefort by Truck Oversized Standard Bed,1462.29
8bfe8a1c_29e3_4dad_bd56_18aed4f729ab,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,ad594742_2551_449e_b759_d45fb4c9a4a0,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Rostock by Oversized Under Deck RoRo Ship,4283
685808aa_59b1_404a_8d3b_9732b64c3d98,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,ad594742_2551_449e_b759_d45fb4c9a4a0,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Rostock by Sea Large Container Ship,4283
ecd6583c_8722_4ada_9e78_73d1d56fcbd1,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,ad594742_2551_449e_b759_d45fb4c9a4a0,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Rostock by Truck General Cargo,2925.18
66d1dcee_8941_4b0d_84ce_784e0d8c5ff8,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,ad594742_2551_449e_b759_d45fb4c9a4a0,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Rostock by Truck Long Distance,2925.18
af180768_3365_46d8_9f0b_3680c821bea7,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,ad594742_2551_449e_b759_d45fb4c9a4a0,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Rostock by Truck Oversized Low Bed,2925.18
f16dd508_670a_4f2e_8958_27e0e75b0112,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,ad594742_2551_449e_b759_d45fb4c9a4a0,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Rostock by Truck Oversized Standard Bed,2925.18
af223bd0_fb4a_4893_889d_028771f351b8,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,9290dfab_bc6b_41f2_863e_ff9794d38947,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Rotterdam Harbor by Oversized Under Deck RoRo Ship,4038.15
257c338a_4a9c_418e_84bf_490c45854cba,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,9290dfab_bc6b_41f2_863e_ff9794d38947,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Rotterdam Harbor by Sea Large Container Ship,4038.15
ea9ef40a_2019_4a47_a215_5f6b4e133b8b,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,9290dfab_bc6b_41f2_863e_ff9794d38947,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Rotterdam Harbor by Truck General Cargo,2301.19
33dc06b1_433a_447f_a172_09cec6e6a406,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,9290dfab_bc6b_41f2_863e_ff9794d38947,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Rotterdam Harbor by Truck Long Distance,2301.19
14f1df6a_3d07_4ba9_b801_68dd2b569ff8,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,9290dfab_bc6b_41f2_863e_ff9794d38947,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Rotterdam Harbor by Truck Oversized Low Bed,2301.19
3ff771ae_d285_4995_96ed_0231bf13b38e,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,9290dfab_bc6b_41f2_863e_ff9794d38947,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Rotterdam Harbor by Truck Oversized Standard Bed,2301.19
c23ac74f_7ac9_4bcf_956c_9374326da3c6,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,cb53cf91_123f_479e_9c26_3a41530b9f31,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Sacheon Harbor by Oversized Under Deck RoRo Ship,24309.77
9aa67997_7a1b_4239_ac3d_88a66627c4ba,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,cb53cf91_123f_479e_9c26_3a41530b9f31,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Sacheon Harbor by Sea Large Container Ship,24309.77
0560263a_b721_401b_98fa_32221588d50b,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,fa813822_208f_4274_9b46_b361d3696214,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Savanna Harbor by Oversized Under Deck RoRo Ship,6913.26
da52e78b_94ed_4dbe_aa01_95f6fc725b14,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,fa813822_208f_4274_9b46_b361d3696214,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Savanna Harbor by Sea Large Container Ship,6913.26
31bdada7_20c1_49e7_8ed8_6eb31bfc227f,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6cb3fb85_90f1_4f1e_83bc_3089bbdab639,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Shanghai Harbor by Oversized Under Deck RoRo Ship,23623.96
79adbc48_32d0_4c10_8994_15e00b1c13df,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6cb3fb85_90f1_4f1e_83bc_3089bbdab639,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Shanghai Harbor by Sea Large Container Ship,23623.96
25a28503_8f86_4754_9217_e60c7b025739,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,2b951503_66de_4687_a3e4_d480652eacd6,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Southampton Harbor by Oversized Under Deck RoRo Ship,2205.97
453fd3dc_d74d_42ae_b1f1_111b8b0dd30e,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,2b951503_66de_4687_a3e4_d480652eacd6,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Southampton Harbor by Sea Large Container Ship,2205.97
2fc74126_493c_4365_a8a5_f1a89bcf9de3,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,8b5912a4_9b95_4f23_84c9_16580a32d5ba,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Speyer by Truck General Cargo,2255.23
c1819fc0_a8a0_4116_a487_4964a49ab945,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,8b5912a4_9b95_4f23_84c9_16580a32d5ba,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Speyer by Truck Long Distance,2255.23
ca1bff11_55ee_4a2e_ad2a_5963355158f4,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,8b5912a4_9b95_4f23_84c9_16580a32d5ba,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Speyer by Truck Oversized Low Bed,2255.23
efa942a2_432b_46b4_b2f2_e5f56b4b7b9f,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,8b5912a4_9b95_4f23_84c9_16580a32d5ba,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Speyer by Truck Oversized Standard Bed,2255.23
12cdcabe_a146_4d6d_9438_d20b280ab643,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,d16190e8_9f73_4c20_8ade_0385f207430b,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to St. Nazaire by Oversized Under Deck RoRo Ship,1856.69
725daf4c_7e76_43f0_9e05_6230d7817426,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,d16190e8_9f73_4c20_8ade_0385f207430b,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to St. Nazaire by Sea Large Container Ship,1856.69
1d52b1b0_0556_407e_bceb_33b75899aac7,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,d16190e8_9f73_4c20_8ade_0385f207430b,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to St. Nazaire by Truck General Cargo,1679.01
191a63b2_4ce1_47d4_8cfc_e0cc3066f87b,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,d16190e8_9f73_4c20_8ade_0385f207430b,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to St. Nazaire by Truck Long Distance,1679
b43536b9_fa25_4b7b_b80b_b2221d472358,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,d16190e8_9f73_4c20_8ade_0385f207430b,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to St. Nazaire by Truck Oversized Low Bed,1679.01
ffb25316_0d69_4036_a0aa_96b7ffb30c69,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,d16190e8_9f73_4c20_8ade_0385f207430b,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to St. Nazaire by Truck Oversized Standard Bed,1679
fd14812c_218e_465b_adaa_c004735f0c0d,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,bbbbeb94_3e6d_4dda_9e6e_c63dfcf8ae25,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Stade by Truck General Cargo,2736.86
42cbe4c8_e4cb_411d_8dce_009aefe76a4c,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,bbbbeb94_3e6d_4dda_9e6e_c63dfcf8ae25,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Stade by Truck Long Distance,2736.86
adbd0c18_994b_4ade_a323_067fd280f467,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,bbbbeb94_3e6d_4dda_9e6e_c63dfcf8ae25,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Stade by Truck Oversized Low Bed,2736.86
3525d73e_297f_424d_a657_e2380b59d112,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,bbbbeb94_3e6d_4dda_9e6e_c63dfcf8ae25,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Stade by Truck Oversized Standard Bed,2736.86
c917bc42_91e2_44f2_bad8_c1691a754808,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6c05a0f4_b670_4b4b_9aeb_f27b6af62e63,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Taichung Harbor by Oversized Under Deck RoRo Ship,22942.85
f271e39a_a100_4595_a95f_dfab7861f455,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6c05a0f4_b670_4b4b_9aeb_f27b6af62e63,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Taichung Harbor by Sea Large Container Ship,22942.85
d6b59ef8_7a5d_49b0_9cca_54c3bf295472,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,b8dc1607_abbb_4989_bcbe_e01b2eb387c6,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Tianjin Harbor by Oversized Under Deck RoRo Ship,24867.84
dbf7ff93_fd76_4d3d_8db9_cc84a3625f23,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,b8dc1607_abbb_4989_bcbe_e01b2eb387c6,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Tianjin Harbor by Sea Large Container Ship,24867.84
78fb89cd_87dd_409e_834c_086b2c76f51a,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,f3e493c1_4dc8_45a3_bf5b_f25d25f58226,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Toulouse FAL by Truck General Cargo,1315.28
04bdcbf8_a96a_43a3_bac8_29fef6d1560b,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,f3e493c1_4dc8_45a3_bf5b_f25d25f58226,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Toulouse FAL by Truck Long Distance,1315.28
7b7f5b58_0846_4dab_a725_d968f208ed57,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,f3e493c1_4dc8_45a3_bf5b_f25d25f58226,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Toulouse FAL by Truck Oversized Low Bed,1315.28
0d10f0c5_36ab_4117_b14a_b5abc6e029eb,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,f3e493c1_4dc8_45a3_bf5b_f25d25f58226,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Toulouse FAL by Truck Oversized Standard Bed,1315.28
8ab45600_96ad_47dc_af3c_2a3e3dd62a7b,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,fcd4ad1f_65b3_45a3_8606_165591a3f19f,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Toulouse by Truck General Cargo,1315.28
0275a61f_7d02_4733_aaa8_7b04379bfbe6,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,fcd4ad1f_65b3_45a3_8606_165591a3f19f,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Toulouse by Truck Long Distance,1315.28
c5bcb3ae_e1df_4fca_9ec1_fcb07a87809d,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,fcd4ad1f_65b3_45a3_8606_165591a3f19f,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Toulouse by Truck Oversized Low Bed,1315.28
ca8d6eb5_b629_4bae_a81c_7751415af1d2,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,fcd4ad1f_65b3_45a3_8606_165591a3f19f,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Toulouse by Truck Oversized Standard Bed,1315.28
1a589eab_6306_48fc_8e05_7f7c347ad25b,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,97cc22d4_8803_4507_b770_93acf1752299,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Trieste Harbor by Oversized Under Deck RoRo Ship,3111.28
ed27adb1_2350_45d4_abe3_87b65bd50126,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,97cc22d4_8803_4507_b770_93acf1752299,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Trieste Harbor by Sea Large Container Ship,3111.28
0767aff4_a637_4f20_9757_789a03570ffc,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,97cc22d4_8803_4507_b770_93acf1752299,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Trieste Harbor by Truck General Cargo,2410.51
7ee2d9b2_653f_482d_bf52_2ca5518a5cd0,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,97cc22d4_8803_4507_b770_93acf1752299,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Trieste Harbor by Truck Long Distance,2410.51
c12f0d07_7b40_4f26_9292_966c11bf6165,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,97cc22d4_8803_4507_b770_93acf1752299,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Trieste Harbor by Truck Oversized Low Bed,2410.51
6520da34_88dc_4476_93dd_a1068d09343e,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,97cc22d4_8803_4507_b770_93acf1752299,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Trieste Harbor by Truck Oversized Standard Bed,2410.51
4e1dc5aa_5239_48a0_802e_a690bf2d2c75,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,f10b6f76_d39c_418b_8180_5058a144cc20,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Trofa by Truck General Cargo,783.27
c9f468b4_5203_415f_abc4_6cbc16caf101,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,f10b6f76_d39c_418b_8180_5058a144cc20,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Trofa by Truck Long Distance,783.28
de552db1_4735_4c8b_aaff_56a56cf9639c,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,f10b6f76_d39c_418b_8180_5058a144cc20,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Trofa by Truck Oversized Low Bed,783.27
50981b10_7d6e_447a_b754_71a796842bb7,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,f10b6f76_d39c_418b_8180_5058a144cc20,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Trofa by Truck Oversized Standard Bed,783.28
e8332c30_dc2f_4ba4_b8d2_21f7ea9acc3e,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6bf1763d_9e4e_4308_aea7_a038a1f1d65d,34e58906_4489_4bff_b20b_62efc7663d43,Gibraltar Harbor to Valencia Harbor by Oversized Under Deck RoRo Ship,741.26
ad981f28_f9cf_482b_a45a_367d029ed026,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6bf1763d_9e4e_4308_aea7_a038a1f1d65d,0e625668_0d9d_4505_88d3_2f4c793a630e,Gibraltar Harbor to Valencia Harbor by Sea Large Container Ship,741.26
d9b22239_8468_474c_9f0d_ba684a418c2d,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6bf1763d_9e4e_4308_aea7_a038a1f1d65d,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Valencia Harbor by Truck General Cargo,697.65
47c84318_96ed_4fa7_8643_81b3879ff44f,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6bf1763d_9e4e_4308_aea7_a038a1f1d65d,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Valencia Harbor by Truck Long Distance,697.65
7b52b905_44d4_4310_921a_03c7cd157c27,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6bf1763d_9e4e_4308_aea7_a038a1f1d65d,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Valencia Harbor by Truck Oversized Low Bed,697.65
6f873308_9756_4c02_bd82_eb7ee4d23c21,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,6bf1763d_9e4e_4308_aea7_a038a1f1d65d,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Valencia Harbor by Truck Oversized Standard Bed,697.65
c92c848b_c9c6_403f_850d_43fd6ca4307d,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,4086979e_65bb_4ed1_8c8d_33fbc60a210b,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Velizy-Villacoublay by Truck General Cargo,1858.2
f2df2450_9a38_4319_982e_f715f57584ab,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,4086979e_65bb_4ed1_8c8d_33fbc60a210b,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Velizy-Villacoublay by Truck Long Distance,1858.2
5f9a3c63_9699_4dba_aeae_93428f9ae78b,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,4086979e_65bb_4ed1_8c8d_33fbc60a210b,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Velizy-Villacoublay by Truck Oversized Low Bed,1858.2
5045971c_501e_4b87_86cb_b6b6632158f3,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,4086979e_65bb_4ed1_8c8d_33fbc60a210b,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Velizy-Villacoublay by Truck Oversized Standard Bed,1858.2
fd593679_610a_4f57_8a2e_2d5d04b8ecb4,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,eb7c8877_5d63_4ecc_aeae_07bccb9a8888,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Villaroche by Truck General Cargo,1798.39
250c2efe_97df_4480_99d6_8f58ecf28b2c,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,eb7c8877_5d63_4ecc_aeae_07bccb9a8888,4c64b530_fed0_495d_ac8a_05ea7588071c,Gibraltar Harbor to Villaroche by Truck Long Distance,1798.39
f2f02695_0eb3_419d_99f5_488bd5008ba7,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,eb7c8877_5d63_4ecc_aeae_07bccb9a8888,45918dea_722e_4bd0_9662_fdf0d6343191,Gibraltar Harbor to Villaroche by Truck Oversized Low Bed,1798.39
ffb19476_70ba_4422_8251_572ecabff882,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,eb7c8877_5d63_4ecc_aeae_07bccb9a8888,fe4de180_4453_402c_a2f9_110777b278fa,Gibraltar Harbor to Villaroche by Truck Oversized Standard Bed,1798.39
edfb74c8_8331_4f2e_9a8e_396f32710717,82d813be_ea4d_4eac_ad12_0dc0c60d83f5,a5d02d63_8b6e_4f70_a894_c12b318d0e7a,c0b0e492_d453_4421_8b88_a157bdee5b02,Gibraltar Harbor to Vitoria-Gasteiz by Truck General Cargo,977.95
